state,district,districthindi,season,seasonhindi,crop,crophindi,area,production
बिहार (Bihar),KISHANGANJ,किशनगंज,Kharif     ,खरीफ ,Mesta,मेस्टा,2265,15352
बिहार (Bihar),JAMUI,जमुई,Rabi       ,रबी ,Linseed,अलसी का बीज,211,173
बिहार (Bihar),MUZAFFARPUR,मुजफ्फरपुर,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,3,2
बिहार (Bihar),PATNA,पटना,Kharif     ,खरीफ ,Maize,मक्का,7569,14350
बिहार (Bihar),NAWADA,नवादा,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,7,76
बिहार (Bihar),KATIHAR,कटिहार,Kharif     ,खरीफ ,Maize,मक्का,18878,17509
बिहार (Bihar),SUPAUL,सुपौल,Kharif     ,खरीफ ,Groundnut,मूंगफली,25,28
बिहार (Bihar),PURNIA,पूर्णिया,Rabi       ,रबी ,Maize,मक्का,11323,20563
बिहार (Bihar),PURBI CHAMPARAN,पूर्वी चंपारण,Rabi       ,रबी ,Maize,मक्का,7139,29356
बिहार (Bihar),ARARIA,अररिया,Kharif     ,खरीफ ,Ragi,रागी,1272,876
बिहार (Bihar),PASHCHIM CHAMPARAN,पश्चिम चंपारण,Whole Year ,पूरे साल ,Dry ginger,सोंठ,86,140
बिहार (Bihar),KATIHAR,कटिहार,Rabi       ,रबी ,Wheat,गेहूं,36617,116900
बिहार (Bihar),BANKA,बांका,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,237,261
बिहार (Bihar),NALANDA,नालंदा,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,268,503
बिहार (Bihar),MUNGER,मुंगेर,Rabi       ,रबी ,Linseed,अलसी का बीज,96,53
बिहार (Bihar),KHAGARIA,खगरिया,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,58,30
बिहार (Bihar),BEGUSARAI,बेगूसराय,Whole Year ,पूरे साल ,Garlic,लहसुन,8,12
बिहार (Bihar),BHOJPUR,भोजपुरी,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),118,83
बिहार (Bihar),SARAN,सरनी,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,6806,22808
बिहार (Bihar),BANKA,बांका,Whole Year ,पूरे साल ,Onion,प्याज,156,1623
बिहार (Bihar),BHAGALPUR,भागलपुर,Kharif     ,खरीफ ,Jowar,ज्वार,8,8
बिहार (Bihar),BUXAR,बक्सर,Whole Year ,पूरे साल ,Garlic,लहसुन,3,4
बिहार (Bihar),MADHEPURA,मधेपुरा,Whole Year ,पूरे साल ,Potato,आलू,3900,45839
बिहार (Bihar),SITAMARHI,सीतामढ़ी,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,226,2721
बिहार (Bihar),MUNGER,मुंगेर,Whole Year ,पूरे साल ,Sugarcane,गन्ना,201,9780
बिहार (Bihar),SAHARSA,सहरसा,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),17796,4983
बिहार (Bihar),KATIHAR,कटिहार,Rabi       ,रबी ,Khesari,खेसारी,763,512
बिहार (Bihar),MADHUBANI,मधुबनी,Kharif     ,खरीफ ,Urad,उड़द,1041,908
बिहार (Bihar),PATNA,पटना,Rabi       ,रबी ,Peas & beans (Pulses),मटर और बीन्स (दालें),750,758
बिहार (Bihar),PURBI CHAMPARAN,पूर्वी चंपारण,Rabi       ,रबी ,Gram,ग्राम,32,33
बिहार (Bihar),MUNGER,मुंगेर,Kharif     ,खरीफ ,Rice,चावल,167,279
बिहार (Bihar),DARBHANGA,दरभंगा,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,209,1542
बिहार (Bihar),JEHANABAD,जहानाबाद,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,1,14
बिहार (Bihar),BEGUSARAI,बेगूसराय,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,10400,20561
बिहार (Bihar),JEHANABAD,जहानाबाद,Whole Year ,पूरे साल ,Sugarcane,गन्ना,304,11271
बिहार (Bihar),ARARIA,अररिया,Autumn     ,पतझड़ ,Rice,चावल,20215,25762
बिहार (Bihar),BHOJPUR,भोजपुरी,Whole Year ,पूरे साल ,Potato,आलू,3053,42886
बिहार (Bihar),SARAN,सरनी,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),2398,1235
बिहार (Bihar),JAMUI,जमुई,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,13,10
बिहार (Bihar),SARAN,सरनी,Rabi       ,रबी ,Wheat,गेहूं,98192,188654
बिहार (Bihar),SHEOHAR,शिवहर,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),272,110
बिहार (Bihar),VAISHALI,वैशाली,Autumn     ,पतझड़ ,Rice,चावल,4298,3684
बिहार (Bihar),KATIHAR,कटिहार,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,8103,18777
बिहार (Bihar),ROHTAS,रोहतास,Kharif     ,खरीफ ,Horse-gram,चने की दाल,197,157
बिहार (Bihar),SAHARSA,सहरसा,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,754,976
बिहार (Bihar),LAKHISARAI,लखीसराय,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,2465,4141
बिहार (Bihar),KHAGARIA,खगरिया,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,302,521
बिहार (Bihar),ARARIA,अररिया,Rabi       ,रबी ,Gram,ग्राम,1216,1172
बिहार (Bihar),KATIHAR,कटिहार,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,4968,2673
बिहार (Bihar),SAMASTIPUR,समस्तीपुर,Kharif     ,खरीफ ,Rice,चावल,1273,1651
बिहार (Bihar),KATIHAR,कटिहार,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,43555,78797
बिहार (Bihar),KATIHAR,कटिहार,Rabi       ,रबी ,Linseed,अलसी का बीज,1184,664
बिहार (Bihar),PURBI CHAMPARAN,पूर्वी चंपारण,Whole Year ,पूरे साल ,Potato,आलू,7840,68563
बिहार (Bihar),JEHANABAD,जहानाबाद,Rabi       ,रबी ,Linseed,अलसी का बीज,616,388
बिहार (Bihar),PURBI CHAMPARAN,पूर्वी चंपारण,Whole Year ,पूरे साल ,Turmeric,हल्दी,368,400
बिहार (Bihar),SAMASTIPUR,समस्तीपुर,Whole Year ,पूरे साल ,Sannhamp,सन्नहम्पो,65,56
बिहार (Bihar),BEGUSARAI,बेगूसराय,Kharif     ,खरीफ ,Ragi,रागी,38,37
बिहार (Bihar),KAIMUR (BHABUA),कैमूर (भभुआ),Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,41,198
बिहार (Bihar),SHEOHAR,शिवहर,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,241,180
बिहार (Bihar),BANKA,बांका,Kharif     ,खरीफ ,Sannhamp,सन्नहम्पो,983,4355.55
बिहार (Bihar),BHOJPUR,भोजपुरी,Rabi       ,रबी ,Gram,ग्राम,5368,5212
बिहार (Bihar),GAYA,गया,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,1040,1013
बिहार (Bihar),BEGUSARAI,बेगूसराय,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,229,194
बिहार (Bihar),SITAMARHI,सीतामढ़ी,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,57,83
बिहार (Bihar),BUXAR,बक्सर,Whole Year ,पूरे साल ,Potato,आलू,4262,47319
बिहार (Bihar),ARWAL,अरवाली,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,102,90
बिहार (Bihar),KATIHAR,कटिहार,Rabi       ,रबी ,Barley,जौ,341,394
बिहार (Bihar),BEGUSARAI,बेगूसराय,Whole Year ,पूरे साल ,Sugarcane,गन्ना,2937,79407
बिहार (Bihar),KHAGARIA,खगरिया,Kharif     ,खरीफ ,Jute,जूट,1,9
बिहार (Bihar),ARARIA,अररिया,Kharif     ,खरीफ ,Mesta,मेस्टा,2852,19346
बिहार (Bihar),ARWAL,अरवाली,Rabi       ,रबी ,Gram,ग्राम,763,613
बिहार (Bihar),BEGUSARAI,बेगूसराय,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,190,2628
बिहार (Bihar),SIWAN,सिवान,Rabi       ,रबी ,Wheat,गेहूं,91888,191136
बिहार (Bihar),MADHUBANI,मधुबनी,Whole Year ,पूरे साल ,Garlic,लहसुन,19,29
बिहार (Bihar),BUXAR,बक्सर,Whole Year ,पूरे साल ,Sugarcane,गन्ना,590,39315
बिहार (Bihar),JEHANABAD,जहानाबाद,Kharif     ,खरीफ ,Urad,उड़द,7,2
बिहार (Bihar),KHAGARIA,खगरिया,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),1637,1809
बिहार (Bihar),SAMASTIPUR,समस्तीपुर,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,14287,8095
बिहार (Bihar),MUNGER,मुंगेर,Rabi       ,रबी ,Barley,जौ,41,28
बिहार (Bihar),BUXAR,बक्सर,Kharif     ,खरीफ ,Jowar,ज्वार,2084,3091
बिहार (Bihar),ARARIA,अररिया,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,41,24
बिहार (Bihar),GAYA,गया,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,14,151
बिहार (Bihar),DARBHANGA,दरभंगा,Rabi       ,रबी ,Masoor,मसूर,3476,2110
बिहार (Bihar),KATIHAR,कटिहार,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,10,7
बिहार (Bihar),KHAGARIA,खगरिया,Rabi       ,रबी ,Wheat,गेहूं,30115,114671
बिहार (Bihar),PURBI CHAMPARAN,पूर्वी चंपारण,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,1135,729
बिहार (Bihar),ROHTAS,रोहतास,Rabi       ,रबी ,Masoor,मसूर,5285,5449
बिहार (Bihar),MUNGER,मुंगेर,Winter     ,सर्दी ,Rice,चावल,31713,46881
बिहार (Bihar),SUPAUL,सुपौल,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,2241,2373
बिहार (Bihar),JEHANABAD,जहानाबाद,Rabi       ,रबी ,Wheat,गेहूं,32803,72142
बिहार (Bihar),PASHCHIM CHAMPARAN,पश्चिम चंपारण,Rabi       ,रबी ,Gram,ग्राम,81,80
बिहार (Bihar),BEGUSARAI,बेगूसराय,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,6739,8902
बिहार (Bihar),VAISHALI,वैशाली,Kharif     ,खरीफ ,Jute,जूट,3,24
बिहार (Bihar),VAISHALI,वैशाली,Whole Year ,पूरे साल ,Coriander,धनिया,179,124
बिहार (Bihar),PURBI CHAMPARAN,पूर्वी चंपारण,Whole Year ,पूरे साल ,Sugarcane,गन्ना,22789,954904
बिहार (Bihar),PURNIA,पूर्णिया,Rabi       ,रबी ,Gram,ग्राम,50,57
बिहार (Bihar),BUXAR,बक्सर,Rabi       ,रबी ,Maize,मक्का,82,201
बिहार (Bihar),PURBI CHAMPARAN,पूर्वी चंपारण,Rabi       ,रबी ,Sunflower,सूरजमुखी,106,138
बिहार (Bihar),ROHTAS,रोहतास,Rabi       ,रबी ,Maize,मक्का,6,18
बिहार (Bihar),KISHANGANJ,किशनगंज,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,1708,8013
बिहार (Bihar),AURANGABAD,औरंगाबाद,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),4,5
बिहार (Bihar),KISHANGANJ,किशनगंज,Rabi       ,रबी ,Khesari,खेसारी,487,479
बिहार (Bihar),AURANGABAD,औरंगाबाद,Kharif     ,खरीफ ,Sesamum,तिल,9,8
बिहार (Bihar),MADHUBANI,मधुबनी,Rabi       ,रबी ,Maize,मक्का,50,138
बिहार (Bihar),LAKHISARAI,लखीसराय,Kharif     ,खरीफ ,Horse-gram,चने की दाल,119,88
बिहार (Bihar),MADHUBANI,मधुबनी,Rabi       ,रबी ,Wheat,गेहूं,64513,105523
बिहार (Bihar),BHAGALPUR,भागलपुर,Kharif     ,खरीफ ,Maize,मक्का,25109,37755
बिहार (Bihar),ROHTAS,रोहतास,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,340,582
बिहार (Bihar),BANKA,बांका,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,775,502
बिहार (Bihar),MADHUBANI,मधुबनी,Whole Year ,पूरे साल ,Sugarcane,गन्ना,934,36118
बिहार (Bihar),NAWADA,नवादा,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),1605,957
बिहार (Bihar),PATNA,पटना,Rabi       ,रबी ,Khesari,खेसारी,10381,18354
बिहार (Bihar),ROHTAS,रोहतास,Rabi       ,रबी ,Maize,मक्का,5,7
बिहार (Bihar),GAYA,गया,Rabi       ,रबी ,Wheat,गेहूं,55542,98825
बिहार (Bihar),AURANGABAD,औरंगाबाद,Rabi       ,रबी ,Linseed,अलसी का बीज,6776,3801
बिहार (Bihar),KHAGARIA,खगरिया,Whole Year ,पूरे साल ,Banana,केला,142,2150
बिहार (Bihar),SARAN,सरनी,Rabi       ,रबी ,Linseed,अलसी का बीज,80,79
बिहार (Bihar),SUPAUL,सुपौल,Rabi       ,रबी ,Maize,मक्का,3858,11586
